CÓDIGO DEL CENTRO;DENOMINACIÓN DEL CENTRO;PROVINCIA;MUNICIPIO;LOCALIDAD;CÓDIGO DEL CUERPO;DENOMINACIÓN DEL CUERPO;CÓDIGO DE LA ESPECIALIDAD;DENOMINACIÓN DE LA ESPECIALIDAD;PLANTILLA
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;101;ADMINISTRACION DE EMPRESAS;1
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);TIEMBLO (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1
05004846;IES CLAUDIO SANCHEZ ALBORNOZ;AVILA;TIEMBLO (EL);TIEMBLO (EL);0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;220;PROCEDIMIENTOS SANITARIOS Y ASISTENCIALES;1
05005334;DIRECCION PROVINCIAL DE AVILA;AVILA;AVILA;AVILA;0510;INSPECTORES DE EDUCACION;600;INSPECCION EDUCATIVA (CT);9
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;2
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;2
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;2
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;0
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACION EDUCATIVA;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;101;ADMINISTRACION DE EMPRESAS;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;026;APOYO AL AREA PRACTICA;1
05005395;IES ARAVALLE;AVILA;BARCO DE AVILA (EL);BARCO DE AVILA (EL);0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;222;PROCESOS DE GESTION ADMINISTRATIVA;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;4
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;4
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;4
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;2
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;4
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACION EDUCATIVA;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;101;ADMINISTRACION DE EMPRESAS;4
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;111;ORGANIZACION Y PROCESOS DE MANTENIMIENTO DE VEHICULOS;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;026;APOYO AL AREA PRACTICA;0
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;209;MANTENIMIENTO DE VEHICULOS;3
05005425;IES SIERRA DEL VALLE;AVILA;ADRADA (LA);ADRADA (LA);0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;222;PROCESOS DE GESTION ADMINISTRATIVA;4
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;3
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;3
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;4
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACION EDUCATIVA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;111;ORGANIZACION Y PROCESOS DE MANTENIMIENTO DE VEHICULOS;3
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1
05005462;IES ADAJA;AVILA;AREVALO;AREVALO;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;209;MANTENIMIENTO DE VEHICULOS;7
05005504;C.EDUCACION PERSONAS ADULTAS AVILA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;1
05005504;C.EDUCACION PERSONAS ADULTAS AVILA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2
05005504;C.EDUCACION PERSONAS ADULTAS AVILA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;2
05005504;C.EDUCACION PERSONAS ADULTAS AVILA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2
05005504;C.EDUCACION PERSONAS ADULTAS AVILA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;1
05005504;C.EDUCACION PERSONAS ADULTAS AVILA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;2
05005504;C.EDUCACION PERSONAS ADULTAS AVILA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACION EDUCATIVA;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;404;CLARINETE;2
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;406;CONTRABAJO;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;407;CORO;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;408;FAGOT;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;410;FLAUTA TRAVESERA;2
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;412;FUNDAMENTOS DE COMPOSICION;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;414;GUITARRA;2
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;419;OBOE;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;422;PERCUSION;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;423;PIANO;10
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;424;SAXOFON;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;426;TROMBON;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;427;TROMPA;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;428;TROMPETA;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;429;TUBA;1
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;431;VIOLA;2
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;433;VIOLIN;4
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;434;VIOLONCELLO;2
05005577;CONS. P. DE MUSICA TOMAS LUIS DE VICTORIA;AVILA;AVILA;AVILA;0594;PROFESORES DE MUSICA Y ARTES ESCENICAS;460;LENGUAJE MUSICAL;3
05005644;ESCUELA OFICIAL DE IDIOMAS DE AVILA;AVILA;AVILA;AVILA;0592;PROFESORES DE ESCUELAS OFICIALES DE IDIOMAS;001;ALEMAN;1
05005644;ESCUELA OFICIAL DE IDIOMAS DE AVILA;AVILA;AVILA;AVILA;0592;PROFESORES DE ESCUELAS OFICIALES DE IDIOMAS;008;FRANCES;2
05005644;ESCUELA OFICIAL DE IDIOMAS DE AVILA;AVILA;AVILA;AVILA;0592;PROFESORES DE ESCUELAS OFICIALES DE IDIOMAS;011;INGLES;8
05005644;ESCUELA OFICIAL DE IDIOMAS DE AVILA;AVILA;AVILA;AVILA;0592;PROFESORES DE ESCUELAS OFICIALES DE IDIOMAS;012;ITALIANO;1
05006028;ESCUELA OFICIAL DE IDIOMAS DE AREVALO;AVILA;AREVALO;AREVALO;0592;PROFESORES DE ESCUELAS OFICIALES DE IDIOMAS;008;FRANCES;1
05006028;ESCUELA OFICIAL DE IDIOMAS DE AREVALO;AVILA;AREVALO;AREVALO;0592;PROFESORES DE ESCUELAS OFICIALES DE IDIOMAS;011;INGLES;2
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;4
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;4
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;2
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;4
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACION EDUCATIVA;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;3
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;105;FORMACION Y ORIENTACION LABORAL;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;106;HOSTELERIA Y TURISMO;4
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;201;COCINA Y PASTELERIA;5
05006156;IES JORGE SANTAYANA;AVILA;AVILA;AVILA;0591;PROFESORES TECNICOS DE FORMACION PROFESIONAL;226;SERVICIOS DE RESTAURACION;3
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;3
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;2
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;3
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;2
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACION EDUCATIVA;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;061;ECONOMIA;1
05006387;IES CANDAVERA;AVILA;CANDELEDA;CANDELEDA;0590;PROFESORES DE ENSEÑANZA SECUNDARIA;803;CULTURA CLASICA;1
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;001;FILOSOFIA;1
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;004;LENGUA CASTELLANA Y LITERATURA;5
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;005;GEOGRAFIA E HISTORIA;3
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;006;MATEMATICAS;4
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;007;FISICA Y QUIMICA;2
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;008;BIOLOGIA Y GEOLOGIA;2
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;009;DIBUJO;1
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;010;FRANCES;1
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;011;INGLES;3
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;016;MUSICA;1
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;017;EDUCACION FISICA;2
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;018;ORIENTACION EDUCATIVA;1
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;019;TECNOLOGIA;2
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;058;APOYO AL AREA DE LENGUA Y CIENCIAS SOCIALES;1
05006399;IES MARIA DE CORDOBA;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUES (LAS);0590;PROFESORES DE ENSEÑANZA SECUNDARIA;059;APOYO AL AREA DE CIENCIAS O TECNOLOGIA;1
